timestamp,embedding_case,umap_n_components,umap_n_neighbors,umap_min_dist,umap_metric,umap2d_n_neighbors,umap2d_min_dist,umap2d_metric,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_metric,random_state,n_clusters,noise_ratio,min_size,median_size,max_size
2026-04-17T03:14:25,video,10,10,0.05,cosine,15,0.1,euclidean,15,,leaf,cosine,42,12,0.3975,15,31,71
2026-04-17T03:14:25,video,10,10,0.05,cosine,15,0.1,euclidean,15,,leaf,euclidean,42,12,0.444,16,28,69
2026-04-17T03:14:25,video,10,10,0.05,cosine,15,0.1,cosine,15,,leaf,cosine,42,12,0.3975,15,31,71
2026-04-17T03:14:36,video,10,10,0.05,euclidean,15,0.1,euclidean,15,,leaf,cosine,42,10,0.4399,16,33,99
2026-04-17T03:14:36,video,10,10,0.05,euclidean,15,0.1,euclidean,15,,leaf,euclidean,42,10,0.4604,16,32,96
2026-04-17T03:14:36,video,10,10,0.05,euclidean,15,0.1,cosine,15,,leaf,euclidean,42,10,0.4604,16,32,96
2026-04-17T03:14:36,video,10,10,0.05,euclidean,15,0.1,cosine,15,,leaf,cosine,42,10,0.4399,16,33,99
2026-04-17T03:14:49,video,10,10,0.05,correlation,15,0.1,euclidean,15,,leaf,euclidean,42,13,0.4262,15,24,64
2026-04-17T03:14:49,video,10,10,0.05,correlation,15,0.1,euclidean,15,,leaf,cosine,42,12,0.4754,16,21,79
2026-04-17T03:14:49,video,10,10,0.05,correlation,15,0.1,cosine,15,,leaf,cosine,42,12,0.4754,16,21,79
2026-04-17T03:14:49,video,10,10,0.05,correlation,15,0.1,cosine,15,,leaf,euclidean,42,13,0.4262,15,24,64
2026-04-17T03:15:01,video,10,10,0.05,cosine,15,0.1,cosine,25,,eom,euclidean,42,5,0.4426,35,61,181
2026-04-17T03:15:01,video,10,10,0.05,cosine,15,0.1,euclidean,25,,eom,euclidean,42,5,0.4426,35,61,181
2026-04-17T03:15:01,video,10,10,0.05,cosine,15,0.1,euclidean,25,,eom,cosine,42,3,0.2404,45,202,309
2026-04-17T03:15:01,video,10,10,0.05,cosine,15,0.1,cosine,25,,eom,cosine,42,3,0.2404,45,202,309
2026-04-17T03:15:12,video,10,10,0.05,euclidean,15,0.1,euclidean,25,,eom,euclidean,42,3,0.2746,35,210,286
2026-04-17T03:15:12,video,10,10,0.05,euclidean,15,0.1,euclidean,25,,eom,cosine,42,4,0.4522,32,87,195
2026-04-17T03:15:12,video,10,10,0.05,euclidean,15,0.1,cosine,25,,eom,euclidean,42,3,0.2746,35,210,286
2026-04-17T03:15:13,video,10,10,0.05,euclidean,15,0.1,cosine,25,,eom,cosine,42,4,0.4522,32,87,195
2026-04-17T03:15:25,video,10,10,0.05,correlation,15,0.1,cosine,25,,eom,euclidean,42,4,0.3893,35,110,192
2026-04-17T03:15:25,video,10,10,0.05,correlation,15,0.1,euclidean,25,,eom,euclidean,42,4,0.3893,35,110,192
2026-04-17T03:15:26,video,10,10,0.05,correlation,15,0.1,cosine,25,,eom,cosine,42,4,0.3634,34,105,222
2026-04-17T03:15:26,video,10,10,0.05,correlation,15,0.1,euclidean,25,,eom,cosine,42,4,0.3634,34,105,222
2026-04-17T03:15:36,video,10,10,0.05,cosine,15,0.1,cosine,25,,leaf,euclidean,42,6,0.5847,35,42,87
2026-04-17T03:15:37,video,10,10,0.05,cosine,15,0.1,euclidean,25,,leaf,cosine,42,5,0.4003,45,66,202
2026-04-17T03:15:37,video,10,10,0.05,cosine,15,0.1,euclidean,25,,leaf,euclidean,42,6,0.5847,35,42,87
2026-04-17T03:15:37,video,10,10,0.05,cosine,15,0.1,cosine,25,,leaf,cosine,42,5,0.4003,45,66,202
2026-04-17T03:15:49,video,10,10,0.05,euclidean,15,0.1,cosine,25,,leaf,euclidean,42,5,0.3893,35,60,210
2026-04-17T03:15:49,video,10,10,0.05,euclidean,15,0.1,euclidean,25,,leaf,euclidean,42,5,0.3893,35,60,210
2026-04-17T03:15:49,video,10,10,0.05,euclidean,15,0.1,cosine,25,,leaf,cosine,42,5,0.6161,26,49,100
2026-04-17T03:15:49,video,10,10,0.05,euclidean,15,0.1,euclidean,25,,leaf,cosine,42,5,0.6161,26,49,100
2026-04-17T03:16:02,video,10,10,0.05,correlation,15,0.1,cosine,25,,leaf,euclidean,42,6,0.6544,35,40,51
2026-04-17T03:16:02,video,10,10,0.05,correlation,15,0.1,cosine,25,,leaf,cosine,42,5,0.556,34,40,170
2026-04-17T03:16:02,video,10,10,0.05,correlation,15,0.1,euclidean,25,,leaf,euclidean,42,6,0.6544,35,40,51
2026-04-17T03:16:02,video,10,10,0.05,correlation,15,0.1,euclidean,25,,leaf,cosine,42,5,0.556,34,40,170
2026-04-17T03:16:13,video,10,15,0.0,cosine,15,0.1,euclidean,10,,eom,cosine,42,17,0.3866,11,23,69
2026-04-17T03:16:13,video,10,15,0.0,cosine,15,0.1,euclidean,10,,eom,euclidean,42,3,0.0,16,16,700
2026-04-17T03:16:14,video,10,15,0.0,cosine,15,0.1,cosine,10,,eom,cosine,42,17,0.3866,11,23,69
2026-04-17T03:16:14,video,10,15,0.0,cosine,15,0.1,cosine,10,,eom,euclidean,42,3,0.0,16,16,700
2026-04-17T03:16:26,video,10,15,0.0,euclidean,15,0.1,euclidean,10,,eom,euclidean,42,4,0.0273,14,16,666
2026-04-17T03:16:26,video,10,15,0.0,euclidean,15,0.1,euclidean,10,,eom,cosine,42,16,0.3634,11,17,72
2026-04-17T03:16:26,video,10,15,0.0,euclidean,15,0.1,cosine,10,,eom,euclidean,42,4,0.0273,14,16,666
2026-04-17T03:16:26,video,10,15,0.0,euclidean,15,0.1,cosine,10,,eom,cosine,42,16,0.3634,11,17,72
2026-04-17T03:16:37,video,10,15,0.0,correlation,15,0.1,cosine,10,,eom,euclidean,42,13,0.209,14,18,215
2026-04-17T03:16:38,video,10,15,0.0,correlation,15,0.1,euclidean,10,,eom,euclidean,42,13,0.209,14,18,215
2026-04-17T03:16:38,video,10,15,0.0,correlation,15,0.1,euclidean,10,,eom,cosine,42,15,0.2855,12,18,215
2026-04-17T03:16:38,video,10,15,0.0,correlation,15,0.1,cosine,10,,eom,cosine,42,15,0.2855,12,18,215
2026-04-17T03:16:50,video,10,15,0.0,cosine,15,0.1,euclidean,10,,leaf,euclidean,42,18,0.3934,11,18,62
2026-04-17T03:16:50,video,10,15,0.0,cosine,15,0.1,cosine,10,,leaf,euclidean,42,18,0.3934,11,18,62
2026-04-17T03:16:50,video,10,15,0.0,cosine,15,0.1,cosine,10,,leaf,cosine,42,18,0.4249,11,20,51
2026-04-17T03:16:50,video,10,15,0.0,cosine,15,0.1,euclidean,10,,leaf,cosine,42,18,0.4249,11,20,51
2026-04-17T03:17:03,video,10,15,0.0,euclidean,15,0.1,euclidean,10,,leaf,euclidean,42,18,0.4153,10,16,71
2026-04-17T03:17:03,video,10,15,0.0,euclidean,15,0.1,euclidean,10,,leaf,cosine,42,18,0.4645,11,16,62
2026-04-17T03:17:03,video,10,15,0.0,euclidean,15,0.1,cosine,10,,leaf,euclidean,42,18,0.4153,10,16,71
2026-04-17T03:17:03,video,10,15,0.0,euclidean,15,0.1,cosine,10,,leaf,cosine,42,18,0.4645,11,16,62
