umap_n_components,umap_n_neighbors,umap_min_dist,umap_metric,hdbscan_min_cluster_size,hdbscan_cluster_selection_method,hdbscan_metric,whitening,n_clusters,noise_ratio,dbcv,silhouette
35,15,0.05,correlation,10,eom,cosine,whiten_256,10,0.6155,0.2146,0.3616
35,15,0.05,correlation,15,eom,cosine,whiten_256,6,0.7654,0.1581,0.586
35,15,0.05,cosine,10,eom,cosine,whiten_256,12,0.6252,0.1953,0.601
35,15,0.05,correlation,15,eom,euclidean,whiten_256,10,0.6771,0.1439,0.4376
35,15,0.05,cosine,10,eom,euclidean,whiten_256,12,0.6445,0.135,0.4094
35,15,0.05,cosine,15,eom,cosine,whiten_256,9,0.6929,0.1787,0.602
35,15,0.05,cosine,15,eom,euclidean,whiten_256,10,0.6808,0.1456,0.4563
15,10,0.0,cosine,15,eom,euclidean,scale_whiten_32,13,0.4716,0.2689,0.5875
15,10,0.0,correlation,10,eom,cosine,scale_whiten_32,17,0.3241,0.5085,0.6755
15,10,0.0,correlation,15,eom,euclidean,scale_whiten_32,2,0.0169,0.4359,0.3533
15,10,0.0,cosine,15,eom,cosine,scale_whiten_32,13,0.5054,0.3835,0.7965
15,10,0.0,correlation,15,eom,cosine,scale_whiten_32,2,0.0169,0.7087,0.4945
15,10,0.0,correlation,10,eom,euclidean,scale_whiten_32,20,0.3894,0.3863,0.6088
15,10,0.0,cosine,10,eom,cosine,scale_whiten_32,18,0.3325,0.4297,0.6584
15,10,0.0,cosine,10,eom,euclidean,scale_whiten_32,17,0.3652,0.3164,0.5367
15,10,0.05,correlation,10,eom,euclidean,scale_whiten_32,2,0.0,0.6717,0.4523
15,10,0.05,correlation,10,eom,cosine,scale_whiten_32,17,0.3712,0.5052,0.7227
15,10,0.05,correlation,15,eom,cosine,scale_whiten_32,2,0.0,0.8758,0.6647
15,10,0.05,cosine,10,eom,cosine,scale_whiten_32,20,0.3954,0.4315,0.7729
15,10,0.05,cosine,15,eom,cosine,scale_whiten_32,12,0.4111,0.4246,0.6324
15,10,0.05,cosine,15,eom,euclidean,scale_whiten_32,12,0.3918,0.3093,0.4751
15,10,0.05,correlation,15,eom,euclidean,scale_whiten_32,2,0.0,0.6717,0.4523
15,10,0.05,cosine,10,eom,euclidean,scale_whiten_32,18,0.3821,0.3135,0.5623
15,15,0.0,correlation,10,eom,cosine,scale_whiten_32,18,0.3797,0.4318,0.7365
15,15,0.0,cosine,10,eom,euclidean,scale_whiten_32,19,0.3797,0.3353,0.5592
15,15,0.0,correlation,15,eom,cosine,scale_whiten_32,2,0.0,0.8853,0.5059
15,15,0.0,correlation,10,eom,euclidean,scale_whiten_32,2,0.0,0.5947,0.328
15,15,0.0,correlation,15,eom,euclidean,scale_whiten_32,2,0.0,0.5947,0.328
15,15,0.0,cosine,10,eom,cosine,scale_whiten_32,19,0.3652,0.4638,0.7029
15,15,0.0,cosine,15,eom,cosine,scale_whiten_32,14,0.4305,0.4031,0.7256
15,15,0.0,cosine,15,eom,euclidean,scale_whiten_32,2,0.0242,0.4096,0.2988
15,15,0.05,correlation,15,eom,cosine,scale_whiten_32,13,0.4341,0.4024,0.704
15,15,0.05,correlation,10,eom,euclidean,scale_whiten_32,3,0.0,0.5374,0.2847
15,15,0.05,correlation,10,eom,cosine,scale_whiten_32,17,0.4148,0.4352,0.7553
15,15,0.05,cosine,10,eom,cosine,scale_whiten_32,17,0.4111,0.4455,0.7269
15,15,0.05,cosine,10,eom,euclidean,scale_whiten_32,17,0.422,0.3049,0.5599
15,15,0.05,cosine,15,eom,cosine,scale_whiten_32,13,0.4353,0.4115,0.6329
15,15,0.05,correlation,15,eom,euclidean,scale_whiten_32,2,0.0133,0.2934,0.3638
15,15,0.05,cosine,15,eom,euclidean,scale_whiten_32,2,0.0073,0.4832,0.3049
35,10,0.0,correlation,10,eom,cosine,scale_whiten_32,21,0.3011,0.5241,0.7048
35,10,0.0,correlation,10,eom,euclidean,scale_whiten_32,21,0.3144,0.3522,0.5499
35,10,0.0,correlation,15,eom,cosine,scale_whiten_32,13,0.3978,0.4234,0.6062
35,10,0.0,correlation,15,eom,euclidean,scale_whiten_32,2,0.0,0.5922,0.4324
35,10,0.0,cosine,10,eom,euclidean,scale_whiten_32,21,0.4123,0.3731,0.6344
35,10,0.0,cosine,10,eom,cosine,scale_whiten_32,20,0.3603,0.5548,0.7593
35,10,0.0,cosine,15,eom,cosine,scale_whiten_32,14,0.4547,0.4366,0.7358
35,10,0.0,cosine,15,eom,euclidean,scale_whiten_32,4,0.0121,0.3804,0.3036
35,10,0.05,correlation,10,eom,euclidean,scale_whiten_32,2,0.0,0.6508,0.3793
35,10,0.05,correlation,10,eom,cosine,scale_whiten_32,20,0.4474,0.4605,0.8002
35,10,0.05,correlation,15,eom,cosine,scale_whiten_32,2,0.0,0.8787,0.5806
35,10,0.05,cosine,10,eom,euclidean,scale_whiten_32,18,0.4534,0.3316,0.5926
35,10,0.05,correlation,15,eom,euclidean,scale_whiten_32,2,0.0,0.6508,0.3793
35,10,0.05,cosine,10,eom,cosine,scale_whiten_32,19,0.4256,0.4762,0.7348
35,10,0.05,cosine,15,eom,cosine,scale_whiten_32,2,0.0073,0.3496,0.5061
35,10,0.05,cosine,15,eom,euclidean,scale_whiten_32,2,0.0048,0.1957,0.33
35,15,0.0,correlation,10,eom,euclidean,scale_whiten_32,3,0.0024,0.5111,0.2974
35,15,0.0,correlation,15,eom,cosine,scale_whiten_32,2,0.0,0.8155,0.5099
35,15,0.0,correlation,10,eom,cosine,scale_whiten_32,19,0.4123,0.4571,0.7746
35,15,0.0,correlation,15,eom,euclidean,scale_whiten_32,2,0.0,0.5507,0.3423
35,15,0.0,cosine,10,eom,euclidean,scale_whiten_32,18,0.399,0.3183,0.5853
35,15,0.0,cosine,10,eom,cosine,scale_whiten_32,19,0.4063,0.4506,0.796
35,15,0.0,cosine,15,eom,cosine,scale_whiten_32,2,0.0,0.6332,0.5347
35,15,0.0,cosine,15,eom,euclidean,scale_whiten_32,2,0.0,0.4271,0.3607
35,15,0.05,correlation,10,eom,euclidean,scale_whiten_32,17,0.3761,0.3728,0.5624
35,15,0.05,correlation,15,eom,cosine,scale_whiten_32,14,0.4063,0.4552,0.6756
35,15,0.05,correlation,10,eom,cosine,scale_whiten_32,19,0.3386,0.5154,0.6924
35,15,0.05,correlation,15,eom,euclidean,scale_whiten_32,2,0.0012,0.4485,0.3285
35,15,0.05,cosine,10,eom,cosine,scale_whiten_32,19,0.4196,0.4479,0.7527
35,15,0.05,cosine,10,eom,euclidean,scale_whiten_32,18,0.3894,0.3308,0.5548
35,15,0.05,cosine,15,eom,cosine,scale_whiten_32,12,0.3797,0.3864,0.6331
35,15,0.05,cosine,15,eom,euclidean,scale_whiten_32,12,0.3688,0.2642,0.4707
15,10,0.0,correlation,10,eom,cosine,scale_whiten_64,21,0.4837,0.3787,0.7065
15,10,0.0,correlation,15,eom,cosine,scale_whiten_64,2,0.0181,0.6542,0.4957
15,10,0.0,correlation,10,eom,euclidean,scale_whiten_64,19,0.4861,0.2746,0.5445
15,10,0.0,correlation,15,eom,euclidean,scale_whiten_64,2,0.0351,0.3042,0.316
15,10,0.0,cosine,10,eom,euclidean,scale_whiten_64,21,0.4643,0.2483,0.5814
15,10,0.0,cosine,10,eom,cosine,scale_whiten_64,22,0.4498,0.4222,0.7307
15,10,0.0,cosine,15,eom,cosine,scale_whiten_64,2,0.0024,0.5501,0.5972
15,10,0.0,cosine,15,eom,euclidean,scale_whiten_64,2,0.006,0.3782,0.4019
15,10,0.05,correlation,10,eom,cosine,scale_whiten_64,17,0.4607,0.3525,0.6693
15,10,0.05,correlation,10,eom,euclidean,scale_whiten_64,16,0.4401,0.2573,0.4684
15,10,0.05,correlation,15,eom,cosine,scale_whiten_64,10,0.5889,0.3,0.6148
15,10,0.05,correlation,15,eom,euclidean,scale_whiten_64,10,0.5417,0.2301,0.4953
15,10,0.05,cosine,10,eom,cosine,scale_whiten_64,19,0.4716,0.3861,0.7255
15,10,0.05,cosine,10,eom,euclidean,scale_whiten_64,19,0.4486,0.2834,0.5268
15,10,0.05,cosine,15,eom,cosine,scale_whiten_64,10,0.5599,0.312,0.6028
15,10,0.05,cosine,15,eom,euclidean,scale_whiten_64,9,0.5695,0.2141,0.4785
15,15,0.0,correlation,10,eom,cosine,scale_whiten_64,16,0.4486,0.4139,0.7042
15,15,0.0,correlation,10,eom,euclidean,scale_whiten_64,2,0.0,0.2681,0.3441
15,15,0.0,cosine,10,eom,cosine,scale_whiten_64,18,0.4281,0.337,0.6702
15,15,0.0,correlation,15,eom,euclidean,scale_whiten_64,12,0.549,0.2173,0.5274
15,15,0.0,correlation,15,eom,cosine,scale_whiten_64,11,0.5006,0.2985,0.6408
15,15,0.0,cosine,10,eom,euclidean,scale_whiten_64,18,0.4401,0.2647,0.5281
15,15,0.0,cosine,15,eom,cosine,scale_whiten_64,13,0.5393,0.3591,0.7561
15,15,0.0,cosine,15,eom,euclidean,scale_whiten_64,12,0.5478,0.2313,0.5308
15,15,0.05,correlation,10,eom,cosine,scale_whiten_64,16,0.4692,0.3635,0.6211
15,15,0.05,correlation,15,eom,euclidean,scale_whiten_64,11,0.5901,0.2068,0.5292
15,15,0.05,correlation,10,eom,euclidean,scale_whiten_64,17,0.503,0.2536,0.5542
15,15,0.05,cosine,10,eom,cosine,scale_whiten_64,15,0.5381,0.3588,0.74
15,15,0.05,correlation,15,eom,cosine,scale_whiten_64,2,0.0641,0.5732,0.398
15,15,0.05,cosine,10,eom,euclidean,scale_whiten_64,15,0.5538,0.2342,0.5796
15,15,0.05,cosine,15,eom,cosine,scale_whiten_64,12,0.6155,0.2583,0.6934
15,15,0.05,cosine,15,eom,euclidean,scale_whiten_64,11,0.6203,0.1999,0.5274
35,10,0.0,correlation,10,eom,cosine,scale_whiten_64,19,0.4728,0.3664,0.6931
35,10,0.0,correlation,10,eom,euclidean,scale_whiten_64,18,0.4619,0.2777,0.5084
35,10,0.0,correlation,15,eom,cosine,scale_whiten_64,2,0.0314,0.6788,0.4291
35,10,0.0,correlation,15,eom,euclidean,scale_whiten_64,2,0.029,0.4065,0.3055
35,10,0.0,cosine,10,eom,euclidean,scale_whiten_64,4,0.0,0.394,0.2618
35,10,0.0,cosine,10,eom,cosine,scale_whiten_64,20,0.3628,0.434,0.681
35,10,0.0,cosine,15,eom,cosine,scale_whiten_64,2,0.0278,0.3372,0.4967
35,10,0.0,cosine,15,eom,euclidean,scale_whiten_64,2,0.0266,0.1918,0.3263
35,10,0.05,correlation,10,eom,euclidean,scale_whiten_64,18,0.5006,0.258,0.5292
35,10,0.05,correlation,10,eom,cosine,scale_whiten_64,18,0.4994,0.3582,0.686
35,10,0.05,correlation,15,eom,cosine,scale_whiten_64,10,0.6046,0.2526,0.5989
35,10,0.05,cosine,10,eom,cosine,scale_whiten_64,17,0.4994,0.3689,0.7189
35,10,0.05,cosine,10,eom,euclidean,scale_whiten_64,17,0.503,0.2528,0.5522
35,10,0.05,correlation,15,eom,euclidean,scale_whiten_64,2,0.1378,0.2809,0.3003
35,10,0.05,cosine,15,eom,cosine,scale_whiten_64,10,0.6058,0.2825,0.6647
35,10,0.05,cosine,15,eom,euclidean,scale_whiten_64,10,0.6094,0.1831,0.5181
35,15,0.0,correlation,10,eom,euclidean,scale_whiten_64,17,0.4595,0.2453,0.5
35,15,0.0,correlation,10,eom,cosine,scale_whiten_64,17,0.4643,0.3663,0.6466
35,15,0.0,correlation,15,eom,cosine,scale_whiten_64,10,0.6554,0.2992,0.7912
35,15,0.0,correlation,15,eom,euclidean,scale_whiten_64,9,0.6372,0.1962,0.5433
35,15,0.0,cosine,15,eom,cosine,scale_whiten_64,10,0.5441,0.328,0.6905
35,15,0.0,cosine,10,eom,cosine,scale_whiten_64,17,0.4389,0.361,0.6226
35,15,0.0,cosine,10,eom,euclidean,scale_whiten_64,17,0.4353,0.212,0.482
35,15,0.0,cosine,15,eom,euclidean,scale_whiten_64,10,0.5562,0.192,0.5059
35,15,0.05,correlation,10,eom,cosine,scale_whiten_64,18,0.5236,0.3552,0.7054
35,15,0.05,correlation,15,eom,cosine,scale_whiten_64,9,0.6904,0.2388,0.7055
35,15,0.05,correlation,10,eom,euclidean,scale_whiten_64,2,0.0,0.3667,0.2305
35,15,0.05,correlation,15,eom,euclidean,scale_whiten_64,10,0.6421,0.1726,0.5081
35,15,0.05,cosine,10,eom,euclidean,scale_whiten_64,19,0.5079,0.2633,0.5591
35,15,0.05,cosine,10,eom,cosine,scale_whiten_64,19,0.5224,0.3672,0.7515
35,15,0.05,cosine,15,eom,cosine,scale_whiten_64,8,0.6094,0.2596,0.6045
35,15,0.05,cosine,15,eom,euclidean,scale_whiten_64,8,0.6602,0.1962,0.5625
15,10,0.0,correlation,10,eom,euclidean,scale_whiten_128,21,0.5127,0.2548,0.567
15,10,0.0,correlation,10,eom,cosine,scale_whiten_128,21,0.4982,0.3613,0.7504
15,10,0.0,correlation,15,eom,cosine,scale_whiten_128,9,0.5973,0.2595,0.6217
15,10,0.0,correlation,15,eom,euclidean,scale_whiten_128,9,0.6034,0.1544,0.4722
15,10,0.0,cosine,10,eom,euclidean,scale_whiten_128,15,0.5381,0.1786,0.5248
15,10,0.0,cosine,10,eom,cosine,scale_whiten_128,18,0.5393,0.2982,0.7093
15,10,0.0,cosine,15,eom,cosine,scale_whiten_128,11,0.5961,0.258,0.6679
15,10,0.0,cosine,15,eom,euclidean,scale_whiten_128,9,0.5623,0.1819,0.4536
15,10,0.05,correlation,10,eom,cosine,scale_whiten_128,16,0.5538,0.3225,0.6459
15,10,0.05,correlation,10,eom,euclidean,scale_whiten_128,17,0.584,0.2158,0.5307
15,10,0.05,correlation,15,eom,cosine,scale_whiten_128,10,0.6505,0.2511,0.6949
15,10,0.05,correlation,15,eom,euclidean,scale_whiten_128,10,0.6203,0.1493,0.4583
15,10,0.05,cosine,10,eom,cosine,scale_whiten_128,15,0.5175,0.2962,0.6107
15,10,0.05,cosine,10,eom,euclidean,scale_whiten_128,15,0.5453,0.208,0.4903
15,10,0.05,cosine,15,eom,cosine,scale_whiten_128,10,0.636,0.1911,0.5957
15,10,0.05,cosine,15,eom,euclidean,scale_whiten_128,10,0.6276,0.1239,0.4482
15,15,0.0,correlation,10,eom,cosine,scale_whiten_128,19,0.5163,0.3112,0.6702
15,15,0.0,correlation,10,eom,euclidean,scale_whiten_128,18,0.4897,0.2622,0.5309
15,15,0.0,correlation,15,eom,cosine,scale_whiten_128,12,0.6034,0.2768,0.6961
15,15,0.0,correlation,15,eom,euclidean,scale_whiten_128,13,0.5756,0.2082,0.5316
15,15,0.0,cosine,10,eom,euclidean,scale_whiten_128,17,0.4559,0.1789,0.4814
15,15,0.0,cosine,10,eom,cosine,scale_whiten_128,17,0.4716,0.3403,0.6506
15,15,0.0,cosine,15,eom,cosine,scale_whiten_128,11,0.5768,0.23,0.6186
15,15,0.0,cosine,15,eom,euclidean,scale_whiten_128,11,0.5478,0.1938,0.4564
15,15,0.05,correlation,10,eom,cosine,scale_whiten_128,17,0.5212,0.3035,0.6736
15,15,0.05,correlation,10,eom,euclidean,scale_whiten_128,17,0.5393,0.1945,0.5101
15,15,0.05,correlation,15,eom,cosine,scale_whiten_128,12,0.5345,0.2802,0.5818
15,15,0.05,correlation,15,eom,euclidean,scale_whiten_128,12,0.5429,0.162,0.4279
15,15,0.05,cosine,10,eom,cosine,scale_whiten_128,16,0.5502,0.2945,0.6448
15,15,0.05,cosine,10,eom,euclidean,scale_whiten_128,17,0.5453,0.1918,0.5202
15,15,0.05,cosine,15,eom,cosine,scale_whiten_128,11,0.6324,0.2487,0.665
15,15,0.05,cosine,15,eom,euclidean,scale_whiten_128,11,0.5719,0.1604,0.4734
35,10,0.0,correlation,10,eom,euclidean,scale_whiten_128,20,0.4776,0.2689,0.5365
35,10,0.0,correlation,15,eom,cosine,scale_whiten_128,11,0.5937,0.2628,0.596
35,10,0.0,correlation,10,eom,cosine,scale_whiten_128,20,0.4788,0.3482,0.7022
35,10,0.0,correlation,15,eom,euclidean,scale_whiten_128,12,0.5768,0.1732,0.4938
35,10,0.0,cosine,10,eom,cosine,scale_whiten_128,21,0.468,0.387,0.7327
35,10,0.0,cosine,10,eom,euclidean,scale_whiten_128,21,0.4619,0.2792,0.5598
35,10,0.0,cosine,15,eom,cosine,scale_whiten_128,13,0.5961,0.3103,0.7769
35,10,0.0,cosine,15,eom,euclidean,scale_whiten_128,13,0.601,0.2129,0.5949
35,10,0.05,correlation,10,eom,cosine,scale_whiten_128,17,0.5272,0.3584,0.6928
35,10,0.05,correlation,10,eom,euclidean,scale_whiten_128,18,0.5405,0.2321,0.5355
35,10,0.05,correlation,15,eom,cosine,scale_whiten_128,10,0.5139,0.1881,0.5868
35,10,0.05,correlation,15,eom,euclidean,scale_whiten_128,11,0.5357,0.2155,0.4377
35,10,0.05,cosine,10,eom,cosine,scale_whiten_128,14,0.4873,0.3251,0.5753
35,10,0.05,cosine,10,eom,euclidean,scale_whiten_128,14,0.5079,0.2126,0.4574
35,10,0.05,cosine,15,eom,cosine,scale_whiten_128,9,0.5925,0.2217,0.5395
35,10,0.05,cosine,15,eom,euclidean,scale_whiten_128,2,0.1318,0.274,0.1596
35,15,0.0,correlation,10,eom,euclidean,scale_whiten_128,18,0.4692,0.2346,0.5205
35,15,0.0,correlation,10,eom,cosine,scale_whiten_128,18,0.48,0.3897,0.6986
35,15,0.0,correlation,15,eom,cosine,scale_whiten_128,12,0.5405,0.3109,0.5886
35,15,0.0,correlation,15,eom,euclidean,scale_whiten_128,13,0.5671,0.2069,0.5226
35,15,0.0,cosine,10,eom,cosine,scale_whiten_128,20,0.4982,0.3553,0.7402
35,15,0.0,cosine,10,eom,euclidean,scale_whiten_128,19,0.497,0.2507,0.5404
35,15,0.0,cosine,15,eom,cosine,scale_whiten_128,11,0.5623,0.2838,0.6237
35,15,0.0,cosine,15,eom,euclidean,scale_whiten_128,11,0.5478,0.1963,0.4537
35,15,0.05,correlation,10,eom,euclidean,scale_whiten_128,16,0.5792,0.2,0.5345
35,15,0.05,correlation,15,eom,cosine,scale_whiten_128,10,0.6106,0.2642,0.646
35,15,0.05,correlation,10,eom,cosine,scale_whiten_128,14,0.5574,0.2907,0.667
35,15,0.05,correlation,15,eom,euclidean,scale_whiten_128,11,0.6131,0.1676,0.4945
35,15,0.05,cosine,10,eom,cosine,scale_whiten_128,21,0.4667,0.4089,0.7001
35,15,0.05,cosine,10,eom,euclidean,scale_whiten_128,21,0.4752,0.2679,0.5014
35,15,0.05,cosine,15,eom,cosine,scale_whiten_128,11,0.6215,0.2761,0.7502
35,15,0.05,cosine,15,eom,euclidean,scale_whiten_128,10,0.6493,0.1849,0.5618
15,10,0.0,correlation,10,eom,euclidean,scale_whiten_256,17,0.5852,0.1504,0.4526
15,10,0.0,correlation,10,eom,cosine,scale_whiten_256,16,0.584,0.2261,0.5999
15,10,0.0,correlation,15,eom,cosine,scale_whiten_256,6,0.688,0.1594,0.4182
15,10,0.0,correlation,15,eom,euclidean,scale_whiten_256,7,0.74,0.1005,0.4325
15,10,0.0,cosine,10,eom,euclidean,scale_whiten_256,15,0.5865,0.1602,0.4176
15,10,0.0,cosine,10,eom,cosine,scale_whiten_256,17,0.5961,0.2588,0.6058
15,10,0.0,cosine,15,eom,euclidean,scale_whiten_256,9,0.7207,0.1114,0.4795
15,10,0.0,cosine,15,eom,cosine,scale_whiten_256,8,0.6953,0.166,0.5272
15,10,0.05,correlation,10,eom,euclidean,scale_whiten_256,16,0.6106,0.1674,0.4511
15,10,0.05,correlation,15,eom,cosine,scale_whiten_256,5,0.6892,0.1335,0.4571
15,10,0.05,correlation,10,eom,cosine,scale_whiten_256,16,0.659,0.2198,0.6841
15,10,0.05,correlation,15,eom,euclidean,scale_whiten_256,6,0.6965,0.0998,0.3477
15,10,0.05,cosine,10,eom,euclidean,scale_whiten_256,11,0.6457,0.1166,0.398
15,10,0.05,cosine,10,eom,cosine,scale_whiten_256,9,0.711,0.1889,0.6691
15,10,0.05,cosine,15,eom,euclidean,scale_whiten_256,5,0.7328,0.0829,0.3574
15,10,0.05,cosine,15,eom,cosine,scale_whiten_256,7,0.7727,0.1467,0.6894
15,15,0.0,correlation,10,eom,cosine,scale_whiten_256,14,0.6518,0.2306,0.6262
15,15,0.0,correlation,15,eom,cosine,scale_whiten_256,2,0.5393,0.2351,0.1406
15,15,0.0,correlation,10,eom,euclidean,scale_whiten_256,13,0.5804,0.1191,0.3432
15,15,0.0,correlation,15,eom,euclidean,scale_whiten_256,2,0.5635,0.1103,0.1043
15,15,0.0,cosine,10,eom,cosine,scale_whiten_256,14,0.6445,0.2157,0.6278
15,15,0.0,cosine,10,eom,euclidean,scale_whiten_256,12,0.6469,0.1307,0.4297
15,15,0.0,cosine,15,eom,cosine,scale_whiten_256,6,0.8392,0.123,0.8177
15,15,0.0,cosine,15,eom,euclidean,scale_whiten_256,7,0.7896,0.0888,0.5019
15,15,0.05,correlation,10,eom,cosine,scale_whiten_256,15,0.6409,0.1817,0.5913
15,15,0.05,correlation,10,eom,euclidean,scale_whiten_256,15,0.6409,0.1195,0.4451
15,15,0.05,correlation,15,eom,cosine,scale_whiten_256,5,0.6989,0.1158,0.3638
15,15,0.05,correlation,15,eom,euclidean,scale_whiten_256,6,0.6929,0.0548,0.2666
15,15,0.05,cosine,10,eom,cosine,scale_whiten_256,10,0.653,0.1604,0.4931
15,15,0.05,cosine,10,eom,euclidean,scale_whiten_256,9,0.6747,0.0727,0.3106
15,15,0.05,cosine,15,eom,cosine,scale_whiten_256,6,0.6832,0.1118,0.4632
15,15,0.05,cosine,15,eom,euclidean,scale_whiten_256,2,0.4716,0.0495,0.1444
35,10,0.0,correlation,10,eom,cosine,scale_whiten_256,13,0.503,0.2882,0.3997
35,10,0.0,correlation,10,eom,euclidean,scale_whiten_256,12,0.5296,0.1825,0.3385
35,10,0.0,correlation,15,eom,cosine,scale_whiten_256,10,0.6554,0.2261,0.5297
35,10,0.0,correlation,15,eom,euclidean,scale_whiten_256,10,0.7195,0.1177,0.4882
35,10,0.0,cosine,10,eom,cosine,scale_whiten_256,16,0.5103,0.3007,0.5739
35,10,0.0,cosine,10,eom,euclidean,scale_whiten_256,16,0.5006,0.1756,0.4106
35,10,0.0,cosine,15,eom,cosine,scale_whiten_256,10,0.6602,0.2268,0.6882
35,10,0.0,cosine,15,eom,euclidean,scale_whiten_256,10,0.6252,0.1561,0.4462
35,10,0.05,correlation,10,eom,cosine,scale_whiten_256,14,0.6179,0.2727,0.6677
35,10,0.05,correlation,10,eom,euclidean,scale_whiten_256,14,0.5913,0.1707,0.4283
35,10,0.05,correlation,15,eom,cosine,scale_whiten_256,5,0.6409,0.1858,0.4008
35,10,0.05,cosine,10,eom,cosine,scale_whiten_256,15,0.5357,0.2645,0.4837
35,10,0.05,correlation,15,eom,euclidean,scale_whiten_256,6,0.653,0.1289,0.3206
35,10,0.05,cosine,10,eom,euclidean,scale_whiten_256,14,0.5574,0.1457,0.3695
35,10,0.05,cosine,15,eom,cosine,scale_whiten_256,7,0.6759,0.1566,0.5171
35,10,0.05,cosine,15,eom,euclidean,scale_whiten_256,7,0.6784,0.0826,0.3584
35,15,0.0,correlation,10,eom,cosine,scale_whiten_256,15,0.5998,0.2668,0.6316
35,15,0.0,correlation,10,eom,euclidean,scale_whiten_256,14,0.5865,0.151,0.4218
35,15,0.0,correlation,15,eom,cosine,scale_whiten_256,10,0.6034,0.1877,0.5349
35,15,0.0,correlation,15,eom,euclidean,scale_whiten_256,8,0.6469,0.1541,0.3997
35,15,0.0,cosine,10,eom,euclidean,scale_whiten_256,15,0.5828,0.1693,0.4217
35,15,0.0,cosine,10,eom,cosine,scale_whiten_256,14,0.5635,0.2795,0.5117
35,15,0.0,cosine,15,eom,cosine,scale_whiten_256,8,0.6904,0.1706,0.4545
35,15,0.0,cosine,15,eom,euclidean,scale_whiten_256,6,0.7025,0.1396,0.3712
35,15,0.05,correlation,10,eom,cosine,scale_whiten_256,12,0.63,0.2208,0.5813
35,15,0.05,correlation,10,eom,euclidean,scale_whiten_256,12,0.5973,0.1101,0.4054
35,15,0.05,correlation,15,eom,cosine,scale_whiten_256,9,0.6699,0.1806,0.5513
35,15,0.05,correlation,15,eom,euclidean,scale_whiten_256,9,0.6796,0.1212,0.4031
35,15,0.05,cosine,10,eom,euclidean,scale_whiten_256,13,0.6022,0.1301,0.3878
35,15,0.05,cosine,10,eom,cosine,scale_whiten_256,12,0.6058,0.19,0.5036
35,15,0.05,cosine,15,eom,euclidean,scale_whiten_256,9,0.6977,0.0936,0.38
35,15,0.05,cosine,15,eom,cosine,scale_whiten_256,9,0.6892,0.1519,0.5458
